trade_date,loan_age,cosign,income_annual,upb,monthly_payment,fico,origbalance,mos_to_repay,repay_status,mos_to_balln
2023-01-01,43,0,148114.98,33981.69,349.6,848,41055.24,0,0,137
2023-01-01,35,0,49476,69099.19,738.39,759,78353.3,0,0,147
2023-01-01,22,0,56758.82,8943.95,646.25,787,33764.18,0,0,39
2023-01-01,5,0,80000,9125.32,135.13,748,9483.56,0,0,80
2023-01-01,24,0,200000.06,219923.31,2609.32,831,263591.58,0,0,96
2023-01-01,27,0,131506.79,15348.82,487.89,816,25892.55,0,0,35
2023-01-01,36,0,150333.72,14135.61,628.08,724,33350.62,0,0,24
2023-01-01,21,0,242508.5,87167.96,2756.06,815,151041.6,0,0,39
2023-01-01,27,0,187118.76,90213.63,850.4,837,105687,0,0,153
2023-01-01,26,0,58718.1,10687.56,145.09,818,12753.12,0,0,95
2023-01-01,35,0,153086.39,284456.45,2417.83,698,320681.68,0,0,206
2023-01-01,21,0,115918.4,28502.9,364.43,693,33149.8,0,0,99
2023-01-01,19,0,141051.11,96363.12,1712.47,768,120429.52,0,0,65
2023-01-01,46,0,102021.92,58389.86,966.86,780,87051.76,0,0,74
2023-01-01,27,0,155000.04,39400.45,536.35,691,48312.23,0,0,93
2023-01-01,38,0,84375,55542.24,469.7,708,61726.22,0,0,203
2023-01-01,30,0,56587.18,21544.18,464.82,744,31237.67,0,0,54
2023-01-01,43,0,134853,83641.7,875.67,714,100470.03,0,0,137
2023-01-01,29,0,49000.12,8360.39,263.83,799,13889.1,0,0,36
2023-01-01,5,0,127873.34,70405.01,518.26,746,70912.97,0,0,237
2023-01-01,39,0,77000.04,19518.89,315.13,657,38352.12,0,0,120
2023-01-01,41,0,282500.4,42465.36,1090.23,748,77715.59,0,0,43
2023-01-01,15,0,136999.92,62474.11,1603.61,748,85194.32,0,0,46
2023-01-01,16,0,167199.96,57848.58,490.8,833,61984.8,0,0,165
2023-01-01,50,0,246146.23,203565.74,3390.19,813,315635.6,0,0,71
2023-01-01,26,0,115486.56,19092.42,191.34,797,22095.18,0,0,154
2023-01-01,21,0,152000,74299.17,643.18,771,81259.22,0,0,160
2023-01-01,18,0,120500,11185.9,326.57,787,31322,0,0,102
2023-01-01,14,0,144999.92,252377.86,2158.73,760,255822.74,0,0,166
2023-01-01,49,0,136500,38058.16,3239.04,777,143702.35,0,0,59
2023-01-01,35,0,136622,81006.2,696.96,704,87822.3,0,0,205
2023-01-01,19,0,650000,210037.88,5642.49,787,309079.12,0,0,42
2023-01-01,24,0,233274,224247.26,1651.18,799,239620.59,0,0,217
2023-01-01,6,0,65000,22568.07,348.98,785,23982.11,0,0,78
2023-01-01,19,0,48000,7531,246.44,823,13054.69,0,0,42
2023-01-01,31,0,66417,75011.72,631.79,768,81468.46,0,0,209
2023-01-01,20,0,54125.04,46963.3,430.32,827,51292.95,0,0,162
2023-01-01,36,0,72944.4,25362.05,382.8,662,33479.89,0,0,84
2023-01-01,43,0,370542.67,66371.63,697.85,828,83386.14,0,0,138
2023-01-01,13,0,153371.04,26108.14,221.83,798,28259,0,0,168
2023-01-01,21,0,66033.12,42226.76,546.26,803,49224.41,0,0,100
2023-01-01,38,0,124710.96,34425.76,862.55,774,59470.74,0,0,47
2023-01-01,58,0,224999.84,55254.49,1372.2,806,124799.4,0,0,63
2023-01-01,7,0,125000,25936.18,550.49,810,29323.6,0,0,54
2023-01-01,24,0,127530,25957.18,785.84,707,41367.65,0,0,37
2023-01-01,6,0,118369.39,28733.64,349.87,708,30124.14,0,0,115
2023-01-01,12,0,200000.16,61893.48,1413.99,782,77663.58,0,0,49
2023-01-01,15,0,90999.92,32752.37,784.6,750,41638.22,0,0,46
2023-01-01,32,0,90000,47170.96,394.83,653,50883.06,0,0,208
2023-01-01,18,0,67091.05,34689.68,331.74,660,36805.6,0,0,163
2023-01-01,24,0,145430.27,175147.74,1330.56,758,187558.2,0,0,217
2023-01-01,33,0,274999.92,326694.96,2560.59,735,357437.7,0,0,208
2023-01-01,38,0,140000.16,131480.49,1073.27,684,146753.13,0,0,202
2023-01-01,32,0,71804.72,8838.07,198.68,767,13590.36,0,0,52
2023-01-01,21,0,285632,401206.95,3061.46,799,422506.09,0,0,219
2023-01-01,3,0,150000.12,203927.2,2214.86,772,207670.44,0,0,117
2023-01-01,41,0,170250.04,13882.98,359.7,802,25125.72,0,0,43
2023-01-01,22,0,65920.08,30439.71,250.58,735,32262.62,0,0,220
2023-01-01,15,0,65998.4,1885.59,272.56,820,19170.62,0,0,70
2023-01-01,25,0,241989.81,94812.14,877.84,819,106432.78,0,0,155
2023-01-01,36,0,150000,14768.92,212.93,829,20042.01,0,0,121
2023-01-01,31,0,97764.16,10869,90.7,694,11692.92,0,0,209
2023-01-01,21,0,100368.84,12668.48,232.5,780,16320.76,0,0,64
2023-01-01,8,0,137196.28,168452.36,2672.2,769,183279.75,0,0,78
2023-01-01,42,0,105999.4,8882.14,236.3,693,16430.66,0,0,42
2023-01-01,18,0,92372.82,15007.07,261.36,791,18300.69,0,0,67
2023-01-01,24,0,298681.6,120682.12,1085.98,768,134869.43,0,0,156
2023-01-01,17,0,85000.08,10035,256.45,791,13752.96,0,0,43
2023-01-01,19,0,48902.92,34255.54,318.57,759,36831.63,0,0,161
2023-01-01,25,0,73440,35174.49,348.36,715,38912.46,0,0,156
2023-01-01,51,0,142671.46,35709.79,595.68,813,56455.61,0,0,71
2023-01-01,23,0,179992.8,11209.67,1154.69,789,62853.96,0,0,38
2023-01-01,17,0,136160,54427.76,456.66,832,58159.39,0,0,164
2023-01-01,21,0,59648.4,36359.61,290.59,706,38129.16,0,0,219
2023-01-01,29,0,184880.28,73465.33,1004.49,823,95693.62,0,0,92
2023-01-01,36,0,70200,47999.2,519.13,735,88912.91,0,0,145
2023-01-01,9,0,186432.32,28543.65,615.1,809,33044.79,0,0,52
2023-01-01,23,0,82241.9,50401.95,420.82,788,53857.67,0,0,217
2023-01-01,38,0,168836.2,18070.64,444.13,818,31662.91,0,0,46
2023-01-01,34,0,163030.4,38257.82,1507.18,719,79154.49,0,0,29
2023-01-01,30,0,95142.73,28544.25,591.25,810,41245.01,0,0,55
2023-01-01,2,0,106369.38,6475.43,55.91,762,6505.09,0,0,178
2023-01-01,15,0,160000.1,93136.64,2314.02,808,124174.41,0,0,45
2023-01-01,27,0,117800.02,22505.05,313.33,673,27262.21,0,0,94
2023-01-01,49,0,177474.72,40582.55,406.65,787,51328.1,0,0,136
2023-01-01,22,0,147036.82,44803.09,1265.37,758,67402.26,0,0,62
2023-01-01,43,0,139050,90011.71,2436.07,785,173761.51,0,0,42
2023-01-01,21,0,93600,44066.15,1448.93,720,76400.65,0,0,43
2023-01-01,16,0,106000.08,32690.63,290.17,750,34631.48,0,0,166
2023-01-01,21,0,106833.9,29772.64,386.56,793,33977.33,0,0,100
2023-01-01,20,0,70137.6,10800.44,298.36,751,15540.71,0,0,40
2023-01-01,30,0,63744,36331.13,301.55,783,38860.91,0,0,211
2023-01-01,43,0,99559.98,10589.88,764.89,746,40126.64,0,0,17
2023-01-01,22,0,62899.98,7254.52,297.04,779,15521.75,0,0,39
2023-01-01,16,0,60000,43461.73,404.52,781,46326.57,0,0,166
2023-01-01,19,0,78399,56139.19,529.8,721,59770.13,0,0,162
2023-01-01,8,0,71315.92,11541.29,241.69,809,12896,0,0,53
2023-01-01,40,0,80080,4761.09,202.2,792,14242.08,0,0,44
2023-01-01,22,0,61480.12,15478.33,457.92,726,23210.76,0,0,39
2023-01-01,3,0,103430.08,72498.51,793.68,830,73820,0,0,117
2023-01-01,23,0,66438,21878.64,419.2,778,28659.78,0,0,62
2023-01-01,49,0,76429.35,6055.88,373.81,740,18731.46,0,0,17
2023-01-01,19,0,198008.34,318740.07,3255.4,794,422211.66,0,0,161
2023-01-01,50,0,174520.58,114823.72,922.73,788,134906.35,0,0,190
2023-01-01,16,0,131803.74,31901.39,390,740,35863.26,0,0,105
2023-01-01,30,0,145912,13025.07,465.88,756,24753.93,0,0,30
2023-01-01,18,0,45344,28712.33,228.21,705,29552.24,0,0,223
2023-01-01,51,0,210000,191653.85,2008.17,782,241698.12,0,0,131
2023-01-01,12,0,87017.58,9288.88,78.66,775,9688.07,0,0,170
2023-01-01,18,0,93600,44427.35,778.29,828,54963.89,0,0,68
2023-01-01,17,0,149782.13,116327.52,2181.58,813,156723.41,0,0,68
2023-01-01,17,0,150696,83903.96,638.36,688,87309.08,0,0,225
2023-01-01,21,0,102780.17,46599.89,386.67,750,49784.36,0,0,219
2023-01-01,9,0,40000.08,48626.92,442.22,750,50288.97,0,0,171
2023-01-01,14,0,83000,26573.89,317.25,814,30154.71,0,0,107
2023-01-01,30,0,97839.36,203340.76,2123.89,753,228950.23,0,0,151
2023-01-01,36,0,104967.46,50167.14,421.67,718,54872.7,0,0,205
2023-01-01,9,0,51210.64,16680.79,155.71,772,17574.41,0,0,172
2023-01-01,29,0,75000,1206.91,181.5,748,9405.07,0,0,31
2023-01-01,32,0,45000,15461.24,351.86,713,23679.86,0,0,52
2023-01-01,20,0,140290,12646.4,332.95,761,18198.3,0,0,41
2023-01-01,43,0,75000.12,15154.37,243.97,748,24187.31,0,0,120
2023-01-01,36,0,113170.2,65479.65,1576.83,819,109623.64,0,0,48
2023-01-01,14,0,185000.4,28674.98,463.72,693,32074.85,0,0,70
2023-01-01,19,0,103131.52,14734.75,181.82,818,16915.42,0,0,101
2023-01-01,19,0,68147.3,78405.14,655.94,686,81293.23,0,0,223
2023-01-01,18,0,443000.16,217137.61,1851.52,790,235623.33,0,0,163
2023-01-01,10,0,199999.92,40685.71,316.95,705,41681.48,0,0,231
2023-01-01,23,0,170123.08,7917.65,235.95,744,12614.96,0,0,38
2023-01-01,14,0,111532.8,51248.08,744.45,818,68459.53,0,0,106
2023-01-01,29,0,44425.39,17348.05,173.99,737,19365.78,0,0,152
2023-01-01,49,0,172000,84742.03,1459.17,800,139312,0,0,72
2023-01-01,34,0,139487.9,76011.67,2090.61,825,145905.24,0,0,50
2023-01-01,29,0,350000.16,44599.32,1605.46,842,87906.93,0,0,32
2023-01-01,9,0,88009.49,5579.52,124.55,751,6424.21,0,0,51
2023-01-01,27,0,70000,23274.86,460.72,850,32129.92,0,0,59
2023-01-01,41,0,140000,6095.85,348.37,808,19021.75,0,0,19
2023-01-01,24,0,54600,8983.32,87.35,699,9774.97,0,0,157
2023-01-01,15,0,55999.84,42544.25,517.23,815,46698.24,0,0,106
2023-01-01,22,0,78000,23671.29,461.01,791,31805.26,0,0,62
2023-01-01,23,0,174600.92,54804.86,433.77,793,56984.57,0,0,219
2023-01-01,39,0,109437.2,27939.49,440.69,804,39928.08,0,0,81
2023-01-01,13,0,77500.02,15951.69,272.14,731,18581.08,0,0,71
2023-01-01,21,0,91150.1,53958.92,514.42,744,58025.02,0,0,160
2023-01-01,45,0,66810.75,48861.16,423.38,729,47025.95,0,0,196
2023-01-01,19,0,88579.92,9576.4,248.19,775,13285.85,0,0,42
2023-01-01,29,0,49920,41615.08,612.13,786,62578.28,0,0,91
2023-01-01,4,0,127882.97,111475.39,788.66,758,112102.16,0,0,237
2023-01-01,35,0,189235.8,185722.3,1512.67,755,217444.84,0,0,205
2023-01-01,27,0,129200,9605.97,244.41,828,17044.49,0,0,57
2023-01-01,27,0,270000,136617.17,1805.39,794,172236.51,0,0,93
2023-01-01,19,0,59386.98,41178.64,377.43,747,44292.37,0,0,161
2023-01-01,16,0,114543.73,13771.99,182.88,800,17011.8,0,0,105
2023-01-01,21,0,59999.94,19052.29,247.03,737,21826.04,0,0,100
2023-01-01,22,0,83000.04,8812.55,247.79,751,13024.05,0,0,39
2023-01-01,48,0,137496.32,66752.94,1163.69,786,106607.7,0,0,72
2023-01-01,30,0,222732.5,35688.35,1259.78,850,68773.11,0,0,30
2023-01-01,43,0,70500,44155.64,715.63,839,64431.97,0,0,77
2023-01-01,15,0,135000,28117.28,455.75,766,33151.83,0,0,70
2023-01-01,18,0,129970,78147.55,1530.72,741,109567.68,0,0,66
2023-01-01,22,0,118687.6,42447.12,786.37,796,55526.95,0,0,63
2023-01-01,7,0,97375,45849.07,525.21,797,47598.35,0,0,114
2023-01-01,21,0,155000,166581.42,2030.09,760,193347.86,0,0,101
2023-01-01,41,0,70277.24,11230.44,171.4,750,16055.97,0,0,79
2023-01-01,18,0,207035.28,139962.89,2435.38,766,174935.11,0,0,66
2023-01-01,8,0,110431.62,7020.41,110.99,781,7677.29,0,0,76
2023-01-01,32,0,202384.5,31990.92,245.55,798,35334.89,0,0,208
2023-01-01,25,0,45999.98,28287.55,280.25,688,31189.48,0,0,155
2023-01-01,24,0,288779.4,92202.29,1725.06,821,126622.27,0,0,60
2023-01-01,8,0,55785.6,14755.49,135.36,737,15144.09,0,0,172
2023-01-01,31,0,51400.08,22195.05,331.93,743,36857.3,0,0,150
2023-01-01,63,0,64999.92,19352.1,422.86,711,37174.86,0,0,58
2023-01-01,22,0,75336,93354.42,761.04,759,98021.09,0,0,218
2023-01-01,47,1,64797.2,30079.63,337.33,743,48662.84,0,0,133
2023-01-01,17,0,74574,48110.64,358.55,762,50493.19,0,0,223
2023-01-01,45,0,106884,26758.75,439.38,809,40258.92,0,0,75
2023-01-01,23,0,124680.54,39209.81,299.33,757,41701.26,0,0,218
2023-01-01,17,0,79999.92,39886.51,1019.72,756,55185.94,0,0,43
2023-01-01,17,0,161900,25977.11,440.36,833,32031.97,0,0,68
2023-01-01,16,0,110725.2,18519.71,488.21,792,26159.78,0,0,44
2023-01-01,20,0,81600,16501.79,644.81,810,76742.42,0,0,160
2023-01-01,30,0,130420.15,25815.3,521.1,765,37982.13,0,0,55
2023-01-01,18,0,169346.27,29191.57,257.66,822,31772.69,0,0,163
2023-01-01,24,0,76524.04,29648.96,897.66,792,47219.05,0,0,37
2023-01-01,7,0,83200,50775.29,810.3,783,55729.74,0,0,79
2023-01-01,10,0,131807.1,21787.26,351.5,805,24200.23,0,0,74
2023-01-01,4,0,53019.2,15636.59,146.8,722,16042.38,0,0,176
2023-01-01,52,0,54999.88,49395.23,491.38,822,64574.14,0,0,189
2023-01-01,32,0,49168.22,51140.62,540.06,749,57741.22,0,0,148
2023-01-01,32,0,114333.94,14066.04,559.68,670,28848.42,0,0,45
2023-01-01,19,0,120000,23905.27,414.23,788,29534.69,0,0,66
2023-01-01,26,0,136443,8199.7,261.98,747,13798.67,0,0,34
2023-01-01,50,0,177880.92,22436.2,378.93,757,36133.19,0,0,121
2023-01-01,27,0,232567.63,181428.06,1319.37,828,195614.53,0,0,213
2023-01-01,31,0,140536.5,28176.84,1111.42,754,60674.08,0,0,29
2023-01-01,23,0,147717.02,38586,383.89,757,47334.99,0,0,157
2023-01-01,9,0,94607.3,54320.96,1180.65,771,62849.52,0,0,51
2023-01-01,25,0,166463.68,114911.6,1036.9,752,127703.28,0,0,155
2023-01-01,10,0,102124.8,34234.44,311.75,816,36178.31,0,0,170
2023-01-01,28,0,249999.88,85110.87,1694.59,844,122900.97,0,0,56
2023-01-01,30,0,105000,73604.31,725.78,662,83849.22,0,0,151
2023-01-01,19,0,63441,221818.77,1633.14,803,232193.01,0,0,222
2023-01-01,30,0,162000,70729.78,972.34,813,92716.91,0,0,90
2023-01-01,34,0,141172.01,41452.98,594.68,813,55366.82,0,0,86
2023-01-01,32,0,50835.2,63154.92,571.69,772,67625.51,0,0,208
2023-01-01,28,0,162167.14,30704.56,637.04,780,45623.78,0,0,56
2023-01-01,42,0,53083.16,41956.83,436.2,737,50030.8,0,0,138
2023-01-01,46,0,92892.8,4116.77,312.21,750,16526.6,0,0,15
2023-01-01,19,0,189725.55,28142.4,243.08,818,30404.61,0,0,163
2023-01-01,23,0,49590.84,40332.97,329.53,731,42499.03,0,0,218
2023-01-01,9,0,104329.94,24930.77,332.93,831,30295.74,0,0,111
2023-01-01,32,0,123692.14,74991.55,1175.58,761,104532.31,0,0,89
2023-01-01,38,0,42500.04,27099.41,246.64,750,29454.05,0,0,203
2023-01-01,42,0,60876.66,47790.94,549.49,738,64182.12,0,0,140
2023-01-01,17,0,121613.16,60505.53,1548.55,780,82924.73,0,0,43
2023-01-01,11,0,50544,111992.43,900.43,768,114222.47,0,0,230
2023-01-01,28,0,73000,22684.66,225.48,800,25205.52,0,0,152
2023-01-01,44,0,132726.88,4064.22,319.55,738,16935.93,0,0,22
2023-01-01,27,0,165000,75932.98,1519.17,816,110050.74,0,0,58
2023-01-01,45,0,370542.67,65593.06,697.85,828,83386.14,0,0,135
2023-01-01,35,0,113000,38935.52,586.79,766,51651.01,0,0,85
2023-01-01,9,0,82000,20109.19,243.61,734,21282.72,0,0,112
2023-01-01,5,0,190000,36518.04,588.11,796,41057.68,0,0,81
2023-01-01,26,0,113521.72,42302.8,555.78,849,52000,0,0,94
2023-01-01,21,0,66584.78,5434.28,71.93,773,6988.58,0,0,100
2023-01-01,18,0,108015.12,24345.81,223.87,733,26208.58,0,0,163
2023-01-01,36,0,224233.52,131611.14,1112.61,779,139801.62,0,0,211
2023-01-01,22,0,311994,340365.55,3032.51,757,373482.4,0,0,158
2023-01-01,17,0,104534.37,60814.94,457.61,737,63093.07,0,0,223
2023-01-01,60,0,55000,35809.09,421.57,768,48107.71,0,0,121
2023-01-01,18,0,74854.78,16697.73,441.5,728,22994.61,0,0,42
2023-01-01,35,0,64468.08,79362.58,657.79,758,84649.24,0,0,209
2023-01-01,15,0,188000.14,120650.34,3319.75,725,241835.3,0,0,69
2023-01-01,16,0,130000,137571.36,1638.6,844,155123.58,0,0,105
2023-01-01,21,0,124999.92,11140.87,336.89,773,81706.72,0,0,39
2023-01-01,17,0,115745.16,29054.66,500.24,825,35390.52,0,0,67
2023-01-01,17,0,92202.11,16345.74,284.87,713,19863.49,0,0,69
2023-01-01,12,0,42675.04,18870.74,168.08,817,19977.85,0,0,168
2023-01-01,8,0,251550,301146.48,2107.56,764,309480.55,0,0,232
2023-01-01,23,0,186316.77,248245.62,2258.52,810,280647.9,0,0,157
2023-01-01,23,0,143058,98939.63,1271.6,782,119107.14,0,0,97
2023-01-01,8,0,43859.92,23514.44,199.03,774,24111.65,0,0,173
2023-01-01,29,0,74258.84,31728.38,322.89,758,35632.41,0,0,181
2023-01-01,32,0,169442.78,40740.6,398.37,743,46074.87,0,0,148
2023-01-01,15,0,50000,8056.23,135.96,759,9526.9,0,0,69
2023-01-01,55,0,100000.16,12194.09,300.57,731,27026.85,0,0,65
2023-01-01,27,0,113149.52,8840.47,173.9,755,12409.3,0,0,78
2023-01-01,12,0,144999.92,111726.91,1808.53,740,129442.72,0,0,73
2023-01-01,20,0,80459,15709.34,464.88,780,24588.68,0,0,41
2023-01-01,7,0,165000,101000.16,1222.29,781,112274.11,0,0,114
2023-01-01,23,0,125000,58081.52,522.85,756,64306.53,0,0,158
2023-01-01,8,0,108000.1,191371.81,1767.72,735,193492.25,0,0,176
2023-01-01,18,0,130441.69,38062.94,338.07,789,41679.28,0,0,162
2023-01-01,17,0,90000.04,26749.41,464.47,799,32939.75,0,0,68
2023-01-01,36,0,120000.14,8717.66,470.29,775,22566.76,0,0,40
2023-01-01,7,0,117000,91318.45,1046.38,831,96336.67,0,0,114
2023-01-01,15,0,121958.92,65767.67,1123.63,763,79471.13,0,0,69
2023-01-01,15,0,55000.4,20134.9,260.6,717,22097.34,0,0,106
2023-01-01,61,0,100999.92,21671.7,510.36,791,47237.06,0,0,59
2023-01-01,17,0,52000.08,36023.88,517.35,788,46762.81,0,0,105
2023-01-01,27,0,89760,42223.54,864.54,786,59204.27,0,0,58
2023-01-01,18,0,322524.8,87079.33,2333.54,815,130669.36,0,0,43
2023-01-01,23,0,123271.3,40057.94,300.37,832,42692.55,0,0,218
2023-01-01,1,0,45000.02,37241.87,760.85,717,38999.45,0,0,59
2023-01-01,13,0,50000.08,32006.26,246.65,806,33349.74,0,0,228
2023-01-01,23,0,285385.11,40591.8,502.56,810,47564.14,0,0,98
2023-01-01,20,0,85000.08,1494.01,209.9,766,11103.59,0,0,40
2023-01-01,28,0,160000,168415.04,2236.36,772,210695.8,0,0,93
2023-01-01,9,0,225600.04,8686.84,242.59,797,13268,0,0,52
2023-01-01,25,0,53623,9624.24,139.96,760,12030.6,0,0,96
2023-01-01,14,0,107103.36,33475.27,412.44,775,38219.04,0,0,106
2023-01-01,22,0,87180.58,40991.13,448.68,693,50609.16,0,0,158
2023-01-01,20,0,400004.8,436475.52,3817.86,723,474457.71,0,0,160
2023-01-01,5,0,199974.58,58413.77,426.04,791,59528.32,0,0,236
2023-01-01,19,0,60571.7,8066.23,218.75,784,11344.32,0,0,41
2023-01-01,25,0,188892.25,20229.55,628.61,847,34836.12,0,0,35
2023-01-01,4,0,115000,7082.27,148.93,787,7901.25,0,0,57
2023-01-01,43,0,180000,109906.49,1687.42,687,159970.78,0,0,77
2023-01-01,38,0,132895.36,23052.72,588.51,807,41072.82,0,0,46
2023-01-01,16,0,75000,46957.61,577.04,757,53001.31,0,0,105
2023-01-01,21,0,52416.52,11350.13,332.26,753,17269.73,0,0,40
2023-01-01,22,0,61360,11680.27,161.29,758,14255.47,0,0,99
2023-01-01,25,0,147299.5,89347.26,1396.75,754,133251.07,0,0,95
2023-01-01,8,0,299956.08,37003.5,1079.92,816,57510.23,0,0,53
2023-01-01,20,0,85490,75233.1,615.89,738,79310.84,0,0,220
2023-01-01,26,0,115000.08,31175.67,417.23,804,37712.72,0,0,94
2023-01-01,18,0,105000,126170.46,1000.72,673,131572.68,0,0,222
2023-01-01,9,0,125766.84,25719.3,608.04,813,32779.48,0,0,52
2023-01-01,50,0,134000.1,26807.46,459.57,720,42121.29,0,0,70
2023-01-01,16,0,92000,26761,645.84,768,42980.21,0,0,45
2023-01-01,32,0,56666.6,34575.67,309.86,711,37704.62,0,0,209
2023-01-01,42,0,166000.72,28735.7,759.1,804,53436.81,0,0,42
2023-01-01,33,0,200000.06,161033,1392.6,771,200123.14,0,0,208
2023-01-01,40,0,49432.5,14723.64,234.94,764,20428.52,0,0,80
2023-01-01,61,0,184999.92,40591.06,499.19,700,55460.83,0,0,119
2023-01-01,20,0,68000,60997.97,786.35,803,71088.52,0,0,101
2023-01-01,24,0,56398.26,77753.58,751.35,784,84749.15,0,0,158
2023-01-01,10,0,212220.06,265164.77,2264.83,770,283051.5,0,0,170
2023-01-01,25,0,95000.1,44721.29,876.28,785,61367.01,0,0,59
2023-01-01,38,0,215150.26,8181.95,200.02,727,13903.73,0,0,46
2023-01-01,23,0,87000.16,5996.44,175.65,766,9263.16,0,0,38
2023-01-01,20,0,146543.47,36996.78,469.68,696,42824.57,0,0,101
2023-01-01,24,0,60000,29984.2,416.53,826,36405.8,0,0,97
2023-01-01,4,0,85000.08,59864.93,544.37,738,60571.1,0,0,176
2023-01-01,11,0,80000,52690.79,616.16,832,57365.92,0,0,110
2023-01-01,24,0,193901.24,62540.27,556.97,773,69150.57,0,0,156
2023-01-01,29,0,101116,33459.09,702.72,759,48019.93,0,0,55
2023-01-01,34,0,181006,3049.44,72.8,834,5038.09,0,0,56
2023-01-01,31,0,59999.94,56605.74,571.29,776,64991.96,0,0,150
2023-01-01,25,0,68640,38304.14,1272.94,784,66980.36,0,0,35
2023-01-01,18,0,58666.66,42401.98,393.68,808,45590.06,0,0,164
2023-01-01,31,0,66677.16,24364.03,881.32,825,45961.2,0,0,30
2023-01-01,9,0,172419.5,158818.1,1118.62,774,166113.74,0,0,232
2023-01-01,44,0,274999.92,13015.54,222.46,715,20000,0,0,76
2023-01-01,27,0,117000,18052.53,365.22,755,25176.99,0,0,57
2023-01-01,50,0,57002.51,19568.28,344.79,771,28463.44,0,0,117
2023-01-01,39,0,374400,51426.34,2576.72,815,140752.86,0,0,21
2023-01-01,1,0,370000,377997.9,2950.46,788,377997.9,0,0,180
2023-01-01,8,0,146878.81,88219.31,670.67,728,89348.27,0,0,233
2023-01-01,44,0,61224,8133.8,582.68,713,40161.84,0,0,41
2023-01-01,32,0,135000,37531.46,530.25,765,48035.31,0,0,88
2023-01-01,7,0,164995.08,35657.86,922.31,825,49548.72,0,0,53
2023-01-01,30,0,89065.6,99514.22,1377.54,725,120111.5,0,0,91
2023-01-01,19,0,69804,27107.59,336.37,753,30782.25,0,0,102
2023-01-01,30,0,166983.18,34125.92,330.46,833,56301.24,0,0,181
2023-01-01,10,0,136803.72,24209.43,210.15,720,24671.9,0,0,170
2023-01-01,26,0,220799.8,69370.44,565.15,743,73419.51,0,0,215
2023-01-01,32,0,191839.6,7871.69,64.64,814,8585.74,0,0,208
2023-01-01,27,0,101774.4,67786.84,553.43,786,71896.44,0,0,214
2023-01-01,25,0,240300.32,23214.24,1706.14,712,159653.77,0,0,96
2023-01-01,40,0,152366.92,17204.8,633.31,794,44488.19,0,0,45
2023-01-01,35,0,119671.24,11342.79,271.63,715,18236.56,0,0,49
2023-01-01,38,0,159119.38,41222.76,422.99,757,48879.5,0,0,142
2023-01-01,47,0,125000,10226.37,595.66,842,55465.19,0,0,73
2023-01-01,17,0,49687.86,11002.49,106.13,690,11615.18,0,0,167
2023-01-01,56,0,138896.94,12818.36,460.73,788,53634.92,0,0,126
2023-01-01,23,0,70226.4,35152.7,287.04,736,37112.93,0,0,218
2023-01-01,29,0,175000.02,61974.14,1265.09,805,92075.43,0,0,56
2023-01-01,40,0,70399.42,7112.52,385.54,689,20097.15,0,0,21
2023-01-01,47,0,79999.92,60092.58,976.05,816,101905.36,0,0,122
2023-01-01,25,0,69220.92,71938.24,692.6,744,78208.5,1,1,155
2023-01-01,21,0,300917.64,55355.47,1494.75,808,80855.32,0,0,41
2023-01-01,29,0,225799.92,63214.54,1100.93,809,103179.42,0,0,91
2023-01-01,24,0,131386.57,16203.35,309.54,803,21711.42,0,0,60
2023-01-01,15,0,153550.25,35631.56,315.28,786,38513.6,0,0,165
2023-01-01,37,0,51000,25737.07,273.83,736,29506.56,0,0,145
2023-01-01,21,0,86983.92,46031.95,590.41,761,53374.59,0,0,100
2023-01-01,55,0,78166.08,17658.19,199.4,809,23053.56,0,0,125
2023-01-01,20,0,224228.87,32373.01,281.92,745,33443.82,0,0,161
2023-01-01,20,0,57259.98,29746.8,279.45,791,32587.23,0,0,160
2023-01-01,4,0,68148.08,13776.55,279.84,815,14806.95,0,0,57
2023-01-01,35,0,54704,25486.15,592,781,39495.4,0,0,50
2023-01-01,46,0,119999.94,20861.34,651.83,742,46476.92,0,0,38
2023-01-01,17,0,69145.44,11007.78,308.94,789,16517.79,0,0,43
2023-01-01,44,0,101400,58790.97,3917.54,804,203639.7,0,0,16
2023-01-01,25,0,76832.07,3858.99,121.13,700,6278.63,0,0,35
2023-01-01,22,0,61329.92,17516.3,233.91,785,21146.4,0,0,98
2023-01-01,11,0,142573.08,61318.16,1001.52,821,71931.12,0,0,74
2023-01-01,50,1,147796.96,4600,484.27,785,25868.89,0,0,11
2023-01-01,7,0,224400,269710.39,2196.95,796,277780.32,0,0,174
2023-01-01,10,0,165000,24275.28,187.71,794,24974.26,0,0,231
2023-01-01,10,0,50838.81,11506.11,104.74,796,11628.9,0,0,175
2023-01-01,28,0,51043.2,21210.42,307.22,749,26463.34,0,0,92
2023-01-01,4,0,55623.82,111731.11,876.61,744,112193.42,0,0,237
2023-01-01,21,0,107513,32731.59,304.95,730,35769,0,0,160
2023-01-01,45,0,53357.2,33868.64,356.57,716,40445.32,0,0,136
2023-01-01,8,0,81674.76,51608.09,590.99,761,54299.1,0,0,112
2023-01-01,39,0,251219.8,179099.7,1740.18,771,214510.31,0,0,141
2023-01-01,23,0,174358.08,100248.95,902.28,797,111251.16,0,0,158
2023-01-01,9,0,300000,418833.4,4644.98,763,442300.61,0,0,112
2023-01-01,37,0,157000.08,2917.2,134.42,785,7194.54,0,0,25
